code,name,description,is_enabled,extra
X370,"VICTIMA DE TORMENTA CATACLISMICA, VIVIENDA",VICTIMA DE TORMENTA CATACLISMICA,SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X371,"VICTIMA DE TORMENTA CATACLISMICA, INSTITUCION RESIDENCIAL",VICTIMA DE TORMENTA CATACLISMICA,SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X372,"VICTIMA DE TORMENTA CATACLISMICA, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS",VICTIMA DE TORMENTA CATACLISMICA,SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X373,"VICTIMA DE TORMENTA CATACLISMICA, AREAS DE DEPORTE Y ATLETISMO",VICTIMA DE TORMENTA CATACLISMICA,SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X374,"VICTIMA DE TORMENTA CATACLISMICA, CALLES Y CARRETERAS",VICTIMA DE TORMENTA CATACLISMICA,SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X375,"VICTIMA DE TORMENTA CATACLISMICA, COMERCIO Y AREA DE SERVICIOS",VICTIMA DE TORMENTA CATACLISMICA,SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X376,"VICTIMA DE TORMENTA CATACLISMICA, AREA INDUSTRIAL Y DE LA CONSTRUCCION",VICTIMA DE TORMENTA CATACLISMICA,SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X377,"VICTIMA DE TORMENTA CATACLISMICA, GRANJA",VICTIMA DE TORMENTA CATACLISMICA,SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X378,"VICTIMA DE TORMENTA CATACLISMICA, OTRO LUGAR ESPECIFICADO",VICTIMA DE TORMENTA CATACLISMICA,SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X379,"VICTIMA DE TORMENTA CATACLISMICA, LUGAR NO ESPECIFICADO",VICTIMA DE TORMENTA CATACLISMICA,SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X380,"VICTIMA DE INUNDACION, VIVIENDA",VICTIMA DE INUNDACION,SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X381,"VICTIMA DE INUNDACION, INSTITUCION RESIDENCIAL",VICTIMA DE INUNDACION,SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X382,"VICTIMA DE INUNDACION, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS",VICTIMA DE INUNDACION,SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X383,"VICTIMA DE INUNDACION, AREAS DE DEPORTE Y ATLETISMO",VICTIMA DE INUNDACION,SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X384,"VICTIMA DE INUNDACION, CALLES Y CARRETERAS",VICTIMA DE INUNDACION,SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X385,"VICTIMA DE INUNDACION, COMERCIO Y AREA DE SERVICIOS",VICTIMA DE INUNDACION,SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X386,"VICTIMA DE INUNDACION, AREA INDUSTRIAL Y DE LA CONSTRUCCION",VICTIMA DE INUNDACION,SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X387,"VICTIMA DE INUNDACION, GRANJA",VICTIMA DE INUNDACION,SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X388,"VICTIMA DE INUNDACION, OTRO LUGAR ESPECIFICADO",VICTIMA DE INUNDACION,SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X389,"VICTIMA DE INUNDACION, LUGAR NO ESPECIFICADO",VICTIMA DE INUNDACION,SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X390,"EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS, VIVIENDA","EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X391,"EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS, INSTITUCION RESIDENCIAL","EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X392,"EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS","EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X393,"EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS, AREAS DE DEPORTE Y ATLETISMO","EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X394,"EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS, CALLES Y CARRETERAS","EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X395,"EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS, COMERCIO Y AREA DE SERVICIOS","EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X396,"EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS, AREA INDUSTRIAL Y DE LA CONSTRUCCION","EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X397,"EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS, GRANJA","EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X398,"EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS, OTRO LUGAR ESPECIFICADO","EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X399,"EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS, LUGAR NO ESPECIFICADO","EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X400,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A ANALGESICOS NO NARCOTICOS, ANTIPIRETICOS Y ANTIRREUMATICOS, VIVIENDA","ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A ANALGESICOS, ANTIPIRETICOS Y ANTIRREUMATICOS",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X401,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A ANALGESICOS NO NARCOTICOS, ANTIPIRETICOS Y ANTIRREUMATICOS, INSTITUCION RESIDENCIAL","ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A ANALGESICOS, ANTIPIRETICOS Y ANTIRREUMATICOS",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X402,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A ANALGESICOS NO NARCOTICOS, ANTIPIRETICOS Y ANTIRREUMATICOS, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS","ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A ANALGESICOS, ANTIPIRETICOS Y ANTIRREUMATICOS",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X403,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A ANALGESICOS NO NARCOTICOS, ANTIPIRETICOS Y ANTIRREUMATICOS, AREAS DE DEPORTE Y ATLETISMO","ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A ANALGESICOS, ANTIPIRETICOS Y ANTIRREUMATICOS",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X404,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A ANALGESICOS NO NARCOTICOS, ANTIPIRETICOS Y ANTIRREUMATICOS, CALLES Y CARRETERAS","ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A ANALGESICOS, ANTIPIRETICOS Y ANTIRREUMATICOS",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X405,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A ANALGESICOS NO NARCOTICOS, ANTIPIRETICOS Y ANTIRREUMATICOS, COMERCIO Y AREA DE SERVICIOS","ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A ANALGESICOS, ANTIPIRETICOS Y ANTIRREUMATICOS",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X406,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A ANALGESICOS NO NARCOTICOS, ANTIPIRETICOS Y ANTIRREUMATICOS, AREA INDUSTRIAL Y DE LA CONSTRUCCION","ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A ANALGESICOS, ANTIPIRETICOS Y ANTIRREUMATICOS",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X407,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A ANALGESICOS NO NARCOTICOS, ANTIPIRETICOS Y ANTIRREUMATICOS, GRANJA","ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A ANALGESICOS, ANTIPIRETICOS Y ANTIRREUMATICOS",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X408,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A ANALGESICOS NO NARCOTICOS, ANTIPIRETICOS Y ANTIRREUMATICOS, OTRO LUGAR ESPECIFICADO","ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A ANALGESICOS, ANTIPIRETICOS Y ANTIRREUMATICOS",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X409,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A ANALGESICOS NO NARCOTICOS, ANTIPIRETICOS Y ANTIRREUMATICOS, LUGAR NO ESPECIFICADO","ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A ANALGESICOS, ANTIPIRETICOS Y ANTIRREUMATICOS",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X410,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICAS, ANTIPARKINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE, VIVIENDA","ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICAS, ANTIPARINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X411,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICAS, ANTIPARKINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE, INSTITUCION RESIDENCIAL","ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICAS, ANTIPARINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X412,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICAS, ANTIPARKINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS","ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICAS, ANTIPARINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X413,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICAS, ANTIPARKINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE, AREAS DE DEPORTE Y ATLETISMO","ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICAS, ANTIPARINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X414,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICAS, ANTIPARKINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE, CALLES Y CARRETERAS","ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICAS, ANTIPARINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X415,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICAS, ANTIPARKINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE, COMERCIO Y AREA DE SERVICIOS","ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICAS, ANTIPARINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X416,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICAS, ANTIPARKINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE, AREA INDUSTRIAL Y DE LA CONSTRUCCION","ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICAS, ANTIPARINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X417,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICAS, ANTIPARKINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE, GRANJA","ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICAS, ANTIPARINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X418,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICAS, ANTIPARKINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE, OTRO LUGAR ESPECIFICADO","ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICAS, ANTIPARINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X419,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICAS, ANTIPARKINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE, LUGAR NO ESPECIFICADO","ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICAS, ANTIPARINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X420,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADOS EN OTRA PARTE, VIVIENDA","ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADOS EN OTRA PARTE",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X421,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADOS EN OTRA PARTE, INSTITUCION RESIDENCIAL","ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADOS EN OTRA PARTE",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X422,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADOS EN OTRA PARTE, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS","ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADOS EN OTRA PARTE",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X423,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADOS EN OTRA PARTE, AREAS DE DEPORTE Y ATLETISMO","ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADOS EN OTRA PARTE",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X424,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADOS EN OTRA PARTE, CALLES Y CARRETERAS","ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADOS EN OTRA PARTE",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X425,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADOS EN OTRA PARTE, COMERCIO Y AREA DE SERVICIOS","ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADOS EN OTRA PARTE",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X426,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADOS EN OTRA PARTE, AREA INDUSTRIAL Y DE LA CONSTRUCCION","ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADOS EN OTRA PARTE",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X427,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADOS EN OTRA PARTE, GRANJA","ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADOS EN OTRA PARTE",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X428,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADOS EN OTRA PARTE, OTRO LUGAR ESPECIFICADO","ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADOS EN OTRA PARTE",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X429,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADOS EN OTRA PARTE, LUGAR NO ESPECIFICADO","ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADOS EN OTRA PARTE",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X430,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, VIVIENDA","ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X431,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, INSTITUCION RESIDENCIAL","ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X432,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS","ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X433,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, AREAS DE DEPORTE Y ATLETISMO","ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X434,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, CALLES Y CARRETERAS","ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X435,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, COMERCIO Y AREA DE SERVICIOS","ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X436,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, AREA INDUSTRIAL Y DE LA CONSTRUCCION","ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X437,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, GRANJA","ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X438,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, OTRO LUGAR ESPECIFICADO","ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
X439,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, LUGAR NO ESPECIFICADO","ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO",SI,CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98)
